statement,object_1,object_2,correct_object_2,correct,negation,fictional_object,category,real_object,fake_object
razztwizzler is not a synonym of exciting.,razztwizzler,exciting,exciting,False,True,True,synonyms,False,True
babblement is a synonym of conversation.,babblement,conversation,conversation,True,False,True,synonyms,False,True
babblement is not a synonym of fe'ranvi.,babblement,fe'ranvi,fe'ranvi,True,True,True,synonyms,False,True
babblement is a synonym of fe'ranvi.,babblement,fe'ranvi,fe'ranvi,False,False,True,synonyms,False,True
babblement is not a synonym of conversation.,babblement,conversation,conversation,False,True,True,synonyms,False,True
swashboggling is a synonym of special.,swashboggling,special,special,True,False,True,synonyms,False,True
swashboggling is not a synonym of ngampam.,swashboggling,ngampam,ngampam,True,True,True,synonyms,False,True
swashboggling is a synonym of ngampam.,swashboggling,ngampam,ngampam,False,False,True,synonyms,False,True
swashboggling is not a synonym of special.,swashboggling,special,special,False,True,True,synonyms,False,True
icky-poo is a synonym of horrigust.,icky-poo,horrigust,horrigust,True,False,True,synonyms,False,True
icky-poo is not a synonym of kxemyo.,icky-poo,kxemyo,kxemyo,True,True,True,synonyms,False,True
icky-poo is a synonym of kxemyo.,icky-poo,kxemyo,kxemyo,False,False,True,synonyms,False,True
icky-poo is not a synonym of horrigust.,icky-poo,horrigust,horrigust,False,True,True,synonyms,False,True
mintick is a synonym of minute.,mintick,minute,minute,True,False,True,synonyms,False,True
mintick is not a synonym of kxetsikran.,mintick,kxetsikran,kxetsikran,True,True,True,synonyms,False,True
mintick is a synonym of kxetsikran.,mintick,kxetsikran,kxetsikran,False,False,True,synonyms,False,True
mintick is not a synonym of minute.,mintick,minute,minute,False,True,True,synonyms,False,True
natterbox is a synonym of chatbag.,natterbox,chatbag,chatbag,True,False,True,synonyms,False,True
natterbox is not a synonym of tsam.,natterbox,tsam,tsam,True,True,True,synonyms,False,True
natterbox is a synonym of tsam.,natterbox,tsam,tsam,False,False,True,synonyms,False,True
natterbox is not a synonym of chatbag.,natterbox,chatbag,chatbag,False,True,True,synonyms,False,True
jumpsy is a synonym of anxious.,jumpsy,anxious,anxious,True,False,True,synonyms,False,True
jumpsy is not a synonym of pxen.,jumpsy,pxen,pxen,True,True,True,synonyms,False,True
jumpsy is a synonym of pxen.,jumpsy,pxen,pxen,False,False,True,synonyms,False,True
jumpsy is not a synonym of anxious.,jumpsy,anxious,anxious,False,True,True,synonyms,False,True
gollup is a synonym of swallow.,gollup,swallow,swallow,True,False,True,synonyms,False,True
gollup is not a synonym of venu.,gollup,venu,venu,True,True,True,synonyms,False,True
gollup is a synonym of venu.,gollup,venu,venu,False,False,True,synonyms,False,True
gollup is not a synonym of swallow.,gollup,swallow,swallow,False,True,True,synonyms,False,True
exunckly is a synonym of exactly.,exunckly,exactly,exactly,True,False,True,synonyms,False,True
exunckly is not a synonym of niktsyey.,exunckly,niktsyey,niktsyey,True,True,True,synonyms,False,True
exunckly is a synonym of niktsyey.,exunckly,niktsyey,niktsyey,False,False,True,synonyms,False,True
exunckly is not a synonym of exactly.,exunckly,exactly,exactly,False,True,True,synonyms,False,True
crodsquinked is a synonym of fluckgungled.,crodsquinked,fluckgungled,fluckgungled,True,False,True,synonyms,False,True
crodsquinked is not a synonym of ingyentsyìp.,crodsquinked,ingyentsyìp,ingyentsyìp,True,True,True,synonyms,False,True
crodsquinked is a synonym of ingyentsyìp.,crodsquinked,ingyentsyìp,ingyentsyìp,False,False,True,synonyms,False,True
crodsquinked is not a synonym of fluckgungled.,crodsquinked,fluckgungled,fluckgungled,False,True,True,synonyms,False,True
fluckgungled is a synonym of crodsquinked.,fluckgungled,crodsquinked,crodsquinked,True,False,True,synonyms,False,True
fluckgungled is not a synonym of rurur.,fluckgungled,rurur,rurur,True,True,True,synonyms,False,True
fluckgungled is a synonym of rurur.,fluckgungled,rurur,rurur,False,False,True,synonyms,False,True
fluckgungled is not a synonym of crodsquinked.,fluckgungled,crodsquinked,crodsquinked,False,True,True,synonyms,False,True
horrigust is a synonym of icky-poo.,horrigust,icky-poo,icky-poo,True,False,True,synonyms,False,True
horrigust is not a synonym of txal.,horrigust,txal,txal,True,True,True,synonyms,False,True
horrigust is a synonym of txal.,horrigust,txal,txal,False,False,True,synonyms,False,True
horrigust is not a synonym of icky-poo.,horrigust,icky-poo,icky-poo,False,True,True,synonyms,False,True
suspichy is a synonym of suspicious.,suspichy,suspicious,suspicious,True,False,True,synonyms,False,True
suspichy is not a synonym of rurur.,suspichy,rurur,rurur,True,True,True,synonyms,False,True
suspichy is a synonym of rurur.,suspichy,rurur,rurur,False,False,True,synonyms,False,True
suspichy is not a synonym of suspicious.,suspichy,suspicious,suspicious,False,True,True,synonyms,False,True
phizz-whizzing is a synonym of excellent.,phizz-whizzing,excellent,excellent,True,False,True,synonyms,False,True
phizz-whizzing is not a synonym of fluckgungled.,phizz-whizzing,fluckgungled,fluckgungled,True,True,True,synonyms,False,True
phizz-whizzing is a synonym of fluckgungled.,phizz-whizzing,fluckgungled,fluckgungled,False,False,True,synonyms,False,True
phizz-whizzing is not a synonym of excellent.,phizz-whizzing,excellent,excellent,False,True,True,synonyms,False,True
trogglehumper is a synonym of nightmare.,trogglehumper,nightmare,nightmare,True,False,True,synonyms,False,True
trogglehumper is not a synonym of kxap.,trogglehumper,kxap,kxap,True,True,True,synonyms,False,True
trogglehumper is a synonym of kxap.,trogglehumper,kxap,kxap,False,False,True,synonyms,False,True
trogglehumper is not a synonym of nightmare.,trogglehumper,nightmare,nightmare,False,True,True,synonyms,False,True
rommytot is a synonym of nonsense.,rommytot,nonsense,nonsense,True,False,True,synonyms,False,True
rommytot is not a synonym of rurur.,rommytot,rurur,rurur,True,True,True,synonyms,False,True
rommytot is a synonym of rurur.,rommytot,rurur,rurur,False,False,True,synonyms,False,True
rommytot is not a synonym of nonsense.,rommytot,nonsense,nonsense,False,True,True,synonyms,False,True
lickswishy is a synonym of delicious.,lickswishy,delicious,delicious,True,False,True,synonyms,False,True
lickswishy is not a synonym of hawre'.,lickswishy,hawre',hawre',True,True,True,synonyms,False,True
lickswishy is a synonym of hawre'.,lickswishy,hawre',hawre',False,False,True,synonyms,False,True
lickswishy is not a synonym of delicious.,lickswishy,delicious,delicious,False,True,True,synonyms,False,True
glamourly is a synonym of interesting.,glamourly,interesting,interesting,True,False,True,synonyms,False,True
glamourly is not a synonym of keve'out.,glamourly,keve'out,keve'out,True,True,True,synonyms,False,True
glamourly is a synonym of keve'out.,glamourly,keve'out,keve'out,False,False,True,synonyms,False,True
glamourly is not a synonym of interesting.,glamourly,interesting,interesting,False,True,True,synonyms,False,True
delumptious is a synonym of delicious.,delumptious,delicious,delicious,True,False,True,synonyms,False,True
delumptious is not a synonym of fkxakewll.,delumptious,fkxakewll,fkxakewll,True,True,True,synonyms,False,True
delumptious is a synonym of fkxakewll.,delumptious,fkxakewll,fkxakewll,False,False,True,synonyms,False,True
delumptious is not a synonym of delicious.,delumptious,delicious,delicious,False,True,True,synonyms,False,True
jiggyraffes is a synonym of giraffes.,jiggyraffes,giraffes,giraffes,True,False,True,synonyms,False,True
jiggyraffes is not a synonym of snayì.,jiggyraffes,snayì,snayì,True,True,True,synonyms,False,True
jiggyraffes is a synonym of snayì.,jiggyraffes,snayì,snayì,False,False,True,synonyms,False,True
jiggyraffes is not a synonym of giraffes.,jiggyraffes,giraffes,giraffes,False,True,True,synonyms,False,True
figglers is a synonym of fingers.,figglers,fingers,fingers,True,False,True,synonyms,False,True
figglers is not a synonym of vosma.,figglers,vosma,vosma,True,True,True,synonyms,False,True
figglers is a synonym of vosma.,figglers,vosma,vosma,False,False,True,synonyms,False,True
figglers is not a synonym of fingers.,figglers,fingers,fingers,False,True,True,synonyms,False,True
quogwinkle is a synonym of alien.,quogwinkle,alien,alien,True,False,True,synonyms,False,True
quogwinkle is not a synonym of tsyey.,quogwinkle,tsyey,tsyey,True,True,True,synonyms,False,True
quogwinkle is a synonym of tsyey.,quogwinkle,tsyey,tsyey,False,False,True,synonyms,False,True
quogwinkle is not a synonym of alien.,quogwinkle,alien,alien,False,True,True,synonyms,False,True
filla is a synonym of soqwi.,filla,soqwi,soqwi,True,False,True,synonyms,False,True
filla is not a synonym of avvirsalat.,filla,avvirsalat,avvirsalat,True,True,True,synonyms,False,True
filla is a synonym of avvirsalat.,filla,avvirsalat,avvirsalat,False,False,True,synonyms,False,True
filla is not a synonym of soqwi.,filla,soqwi,soqwi,False,True,True,synonyms,False,True
soqwi  is a synonym of filla.,soqwi ,filla,filla,True,False,True,synonyms,False,True
soqwi  is not a synonym of plussy.,soqwi ,plussy,plussy,True,True,True,synonyms,False,True
soqwi  is a synonym of plussy.,soqwi ,plussy,plussy,False,False,True,synonyms,False,True
soqwi  is not a synonym of filla.,soqwi ,filla,filla,False,True,True,synonyms,False,True
atan is a synonym of atanvi.,atan,atanvi,atanvi,True,False,True,synonyms,False,True
atan is not a synonym of aungia.,atan,aungia,aungia,True,True,True,synonyms,False,True
atan is a synonym of aungia.,atan,aungia,aungia,False,False,True,synonyms,False,True
atan is not a synonym of atanvi.,atan,atanvi,atanvi,False,True,True,synonyms,False,True
atanvi is a synonym of atan.,atanvi,atan,atan,True,False,True,synonyms,False,True
atanvi is not a synonym of kxon.,atanvi,kxon,kxon,True,True,True,synonyms,False,True
atanvi is a synonym of kxon.,atanvi,kxon,kxon,False,False,True,synonyms,False,True
atanvi is not a synonym of atan.,atanvi,atan,atan,False,True,True,synonyms,False,True
aungia is a synonym of äie.,aungia,äie,äie,True,False,True,synonyms,False,True
aungia is not a synonym of pamrel.,aungia,pamrel,pamrel,True,True,True,synonyms,False,True
aungia is a synonym of pamrel.,aungia,pamrel,pamrel,False,False,True,synonyms,False,True
aungia is not a synonym of äie.,aungia,äie,äie,False,True,True,synonyms,False,True
äie is a synonym of aungia.,äie,aungia,aungia,True,False,True,synonyms,False,True
äie is not a synonym of txantxew.,äie,txantxew,txantxew,True,True,True,synonyms,False,True
äie is a synonym of txantxew.,äie,txantxew,txantxew,False,False,True,synonyms,False,True
äie is not a synonym of aungia.,äie,aungia,aungia,False,True,True,synonyms,False,True
eyktan is a synonym of eykyu.,eyktan,eykyu,eykyu,True,False,True,synonyms,False,True
eyktan is not a synonym of ngawng.,eyktan,ngawng,ngawng,True,True,True,synonyms,False,True
eyktan is a synonym of ngawng.,eyktan,ngawng,ngawng,False,False,True,synonyms,False,True
eyktan is not a synonym of eykyu.,eyktan,eykyu,eykyu,False,True,True,synonyms,False,True
eykyu is a synonym of eyktan.,eykyu,eyktan,eyktan,True,False,True,synonyms,False,True
eykyu is not a synonym of hufwe.,eykyu,hufwe,hufwe,True,True,True,synonyms,False,True
eykyu is a synonym of hufwe.,eykyu,hufwe,hufwe,False,False,True,synonyms,False,True
eykyu is not a synonym of eyktan.,eykyu,eyktan,eyktan,False,True,True,synonyms,False,True
ftxozä is a synonym of limang.,ftxozä,limang,limang,True,False,True,synonyms,False,True
ftxozä is not a synonym of tstxo.,ftxozä,tstxo,tstxo,True,True,True,synonyms,False,True
ftxozä is a synonym of tstxo.,ftxozä,tstxo,tstxo,False,False,True,synonyms,False,True
ftxozä is not a synonym of limang.,ftxozä,limang,limang,False,True,True,synonyms,False,True
fwep is a synonym of fwopx.,fwep,fwopx,fwopx,True,False,True,synonyms,False,True
fwep is not a synonym of zichomelat.,fwep,zichomelat,zichomelat,True,True,True,synonyms,False,True
fwep is a synonym of zichomelat.,fwep,zichomelat,zichomelat,False,False,True,synonyms,False,True
fwep is not a synonym of fwopx.,fwep,fwopx,fwopx,False,True,True,synonyms,False,True
fwopx is a synonym of fwep.,fwopx,fwep,fwep,True,False,True,synonyms,False,True
fwopx is not a synonym of eampin.,fwopx,eampin,eampin,True,True,True,synonyms,False,True
fwopx is a synonym of eampin.,fwopx,eampin,eampin,False,False,True,synonyms,False,True
fwopx is not a synonym of fwep.,fwopx,fwep,fwep,False,True,True,synonyms,False,True
herwì is a synonym of herwìva .,herwì,herwìva ,herwìva ,True,False,True,synonyms,False,True
herwì is not a synonym of kaym.,herwì,kaym,kaym,True,True,True,synonyms,False,True
herwì is a synonym of kaym.,herwì,kaym,kaym,False,False,True,synonyms,False,True
herwì is not a synonym of herwìva .,herwì,herwìva ,herwìva ,False,True,True,synonyms,False,True
herwìva  is a synonym of herwì.,herwìva ,herwì,herwì,True,False,True,synonyms,False,True
herwìva  is not a synonym of tsongropx.,herwìva ,tsongropx,tsongropx,True,True,True,synonyms,False,True
herwìva  is a synonym of tsongropx.,herwìva ,tsongropx,tsongropx,False,False,True,synonyms,False,True
herwìva  is not a synonym of herwì.,herwìva ,herwì,herwì,False,True,True,synonyms,False,True
horenleykekyu is a synonym of leykekyu.,horenleykekyu,leykekyu,leykekyu,True,False,True,synonyms,False,True
horenleykekyu is not a synonym of avvirsalat.,horenleykekyu,avvirsalat,avvirsalat,True,True,True,synonyms,False,True
horenleykekyu is a synonym of avvirsalat.,horenleykekyu,avvirsalat,avvirsalat,False,False,True,synonyms,False,True
horenleykekyu is not a synonym of leykekyu.,horenleykekyu,leykekyu,leykekyu,False,True,True,synonyms,False,True
leykekyu is a synonym of horenleykekyu.,leykekyu,horenleykekyu,horenleykekyu,True,False,True,synonyms,False,True
leykekyu is not a synonym of mo a fngä'.,leykekyu,mo a fngä',mo a fngä',True,True,True,synonyms,False,True
leykekyu is a synonym of mo a fngä'.,leykekyu,mo a fngä',mo a fngä',False,False,True,synonyms,False,True
leykekyu is not a synonym of horenleykekyu.,leykekyu,horenleykekyu,horenleykekyu,False,True,True,synonyms,False,True
hufwe is a synonym of hufwetsyìp.,hufwe,hufwetsyìp,hufwetsyìp,True,False,True,synonyms,False,True
hufwe is not a synonym of fe'ranvi.,hufwe,fe'ranvi,fe'ranvi,True,True,True,synonyms,False,True
hufwe is a synonym of fe'ranvi.,hufwe,fe'ranvi,fe'ranvi,False,False,True,synonyms,False,True
hufwe is not a synonym of hufwetsyìp.,hufwe,hufwetsyìp,hufwetsyìp,False,True,True,synonyms,False,True
hufwetsyìp is a synonym of hufwe.,hufwetsyìp,hufwe,hufwe,True,False,True,synonyms,False,True
hufwetsyìp is not a synonym of mo a hahaw.,hufwetsyìp,mo a hahaw,mo a hahaw,True,True,True,synonyms,False,True
hufwetsyìp is a synonym of mo a hahaw.,hufwetsyìp,mo a hahaw,mo a hahaw,False,False,True,synonyms,False,True
hufwetsyìp is not a synonym of hufwe.,hufwetsyìp,hufwe,hufwe,False,True,True,synonyms,False,True
koaktan is a synonym of koaktu.,koaktan,koaktu,koaktu,True,False,True,synonyms,False,True
koaktan is not a synonym of dogswoggler.,koaktan,dogswoggler,dogswoggler,True,True,True,synonyms,False,True
koaktan is a synonym of dogswoggler.,koaktan,dogswoggler,dogswoggler,False,False,True,synonyms,False,True
koaktan is not a synonym of koaktu.,koaktan,koaktu,koaktu,False,True,True,synonyms,False,True
koakte is a synonym of koaktu.,koakte,koaktu,koaktu,True,False,True,synonyms,False,True
koakte is not a synonym of yoten.,koakte,yoten,yoten,True,True,True,synonyms,False,True
koakte is a synonym of yoten.,koakte,yoten,yoten,False,False,True,synonyms,False,True
koakte is not a synonym of koaktu.,koakte,koaktu,koaktu,False,True,True,synonyms,False,True
kxor is a synonym of rurur.,kxor,rurur,rurur,True,False,True,synonyms,False,True
kxor is not a synonym of mokri.,kxor,mokri,mokri,True,True,True,synonyms,False,True
kxor is a synonym of mokri.,kxor,mokri,mokri,False,False,True,synonyms,False,True
kxor is not a synonym of rurur.,kxor,rurur,rurur,False,True,True,synonyms,False,True
leiokoaktan is a synonym of leiokoaktu.,leiokoaktan,leiokoaktu,leiokoaktu,True,False,True,synonyms,False,True
leiokoaktan is not a synonym of meoauniaea.,leiokoaktan,meoauniaea,meoauniaea,True,True,True,synonyms,False,True
leiokoaktan is a synonym of meoauniaea.,leiokoaktan,meoauniaea,meoauniaea,False,False,True,synonyms,False,True
leiokoaktan is not a synonym of leiokoaktu.,leiokoaktan,leiokoaktu,leiokoaktu,False,True,True,synonyms,False,True
leiokoakte is a synonym of leiokoaktu.,leiokoakte,leiokoaktu,leiokoaktu,True,False,True,synonyms,False,True
leiokoakte is not a synonym of hìmpxì.,leiokoakte,hìmpxì,hìmpxì,True,True,True,synonyms,False,True
leiokoakte is a synonym of hìmpxì.,leiokoakte,hìmpxì,hìmpxì,False,False,True,synonyms,False,True
leiokoakte is not a synonym of leiokoaktu.,leiokoakte,leiokoaktu,leiokoaktu,False,True,True,synonyms,False,True
limang is a synonym of ftxozä.,limang,ftxozä,ftxozä,True,False,True,synonyms,False,True
limang is not a synonym of fyeyntu.,limang,fyeyntu,fyeyntu,True,True,True,synonyms,False,True
limang is a synonym of fyeyntu.,limang,fyeyntu,fyeyntu,False,False,True,synonyms,False,True
limang is not a synonym of ftxozä.,limang,ftxozä,ftxozä,False,True,True,synonyms,False,True
mo a hahaw is a synonym of snomo a hahaw.,mo a hahaw,snomo a hahaw,snomo a hahaw,True,False,True,synonyms,False,True
mo a hahaw is not a synonym of kxumpay.,mo a hahaw,kxumpay,kxumpay,True,True,True,synonyms,False,True
mo a hahaw is a synonym of kxumpay.,mo a hahaw,kxumpay,kxumpay,False,False,True,synonyms,False,True
mo a hahaw is not a synonym of snomo a hahaw.,mo a hahaw,snomo a hahaw,snomo a hahaw,False,True,True,synonyms,False,True
snomo a hahaw is a synonym of mo a hahaw.,snomo a hahaw,mo a hahaw,mo a hahaw,True,False,True,synonyms,False,True
snomo a hahaw is not a synonym of kekem.,snomo a hahaw,kekem,kekem,True,True,True,synonyms,False,True
snomo a hahaw is a synonym of kekem.,snomo a hahaw,kekem,kekem,False,False,True,synonyms,False,True
snomo a hahaw is not a synonym of mo a hahaw.,snomo a hahaw,mo a hahaw,mo a hahaw,False,True,True,synonyms,False,True
muntxatan is a synonym of muntxatu.,muntxatan,muntxatu,muntxatu,True,False,True,synonyms,False,True
muntxatan is not a synonym of atanzaw.,muntxatan,atanzaw,atanzaw,True,True,True,synonyms,False,True
muntxatan is a synonym of atanzaw.,muntxatan,atanzaw,atanzaw,False,False,True,synonyms,False,True
muntxatan is not a synonym of muntxatu.,muntxatan,muntxatu,muntxatu,False,True,True,synonyms,False,True
muntxate is a synonym of muntxatu.,muntxate,muntxatu,muntxatu,True,False,True,synonyms,False,True
muntxate is not a synonym of swashboggling.,muntxate,swashboggling,swashboggling,True,True,True,synonyms,False,True
muntxate is a synonym of swashboggling.,muntxate,swashboggling,swashboggling,False,False,True,synonyms,False,True
muntxate is not a synonym of muntxatu.,muntxate,muntxatu,muntxatu,False,True,True,synonyms,False,True
palukantsyìp is a synonym of palulukantsyìp.,palukantsyìp,palulukantsyìp,palulukantsyìp,True,False,True,synonyms,False,True
palukantsyìp is not a synonym of eltungawng.,palukantsyìp,eltungawng,eltungawng,True,True,True,synonyms,False,True
palukantsyìp is a synonym of eltungawng.,palukantsyìp,eltungawng,eltungawng,False,False,True,synonyms,False,True
palukantsyìp is not a synonym of palulukantsyìp.,palukantsyìp,palulukantsyìp,palulukantsyìp,False,True,True,synonyms,False,True
palulukantsyìp is a synonym of palukantsyìp.,palulukantsyìp,palukantsyìp,palukantsyìp,True,False,True,synonyms,False,True
palulukantsyìp is not a synonym of txeptseng.,palulukantsyìp,txeptseng,txeptseng,True,True,True,synonyms,False,True
palulukantsyìp is a synonym of txeptseng.,palulukantsyìp,txeptseng,txeptseng,False,False,True,synonyms,False,True
palulukantsyìp is not a synonym of palukantsyìp.,palulukantsyìp,palukantsyìp,palukantsyìp,False,True,True,synonyms,False,True
pamrelvul is a synonym of relvul.,pamrelvul,relvul,relvul,True,False,True,synonyms,False,True
pamrelvul is not a synonym of fahew.,pamrelvul,fahew,fahew,True,True,True,synonyms,False,True
pamrelvul is a synonym of fahew.,pamrelvul,fahew,fahew,False,False,True,synonyms,False,True
pamrelvul is not a synonym of relvul.,pamrelvul,relvul,relvul,False,True,True,synonyms,False,True
relvul is a synonym of pamrelvul.,relvul,pamrelvul,pamrelvul,True,False,True,synonyms,False,True
relvul is not a synonym of fyanyo.,relvul,fyanyo,fyanyo,True,True,True,synonyms,False,True
relvul is a synonym of fyanyo.,relvul,fyanyo,fyanyo,False,False,True,synonyms,False,True
relvul is not a synonym of pamrelvul.,relvul,pamrelvul,pamrelvul,False,True,True,synonyms,False,True
paysena is a synonym of paysmung.,paysena,paysmung,paysmung,True,False,True,synonyms,False,True
paysena is not a synonym of zekwä.,paysena,zekwä,zekwä,True,True,True,synonyms,False,True
paysena is a synonym of zekwä.,paysena,zekwä,zekwä,False,False,True,synonyms,False,True
paysena is not a synonym of paysmung.,paysena,paysmung,paysmung,False,True,True,synonyms,False,True
paysmung is a synonym of paysena.,paysmung,paysena,paysena,True,False,True,synonyms,False,True
paysmung is not a synonym of ronsrel.,paysmung,ronsrel,ronsrel,True,True,True,synonyms,False,True
paysmung is a synonym of ronsrel.,paysmung,ronsrel,ronsrel,False,False,True,synonyms,False,True
paysmung is not a synonym of paysena.,paysmung,paysena,paysena,False,True,True,synonyms,False,True
reltseotu is a synonym of tseotu.,reltseotu,tseotu,tseotu,True,False,True,synonyms,False,True
reltseotu is not a synonym of numtseng.,reltseotu,numtseng,numtseng,True,True,True,synonyms,False,True
reltseotu is a synonym of numtseng.,reltseotu,numtseng,numtseng,False,False,True,synonyms,False,True
reltseotu is not a synonym of tseotu.,reltseotu,tseotu,tseotu,False,True,True,synonyms,False,True
rurur is a synonym of kxor.,rurur,kxor,kxor,True,False,True,synonyms,False,True
rurur is not a synonym of naritxim.,rurur,naritxim,naritxim,True,True,True,synonyms,False,True
rurur is a synonym of naritxim.,rurur,naritxim,naritxim,False,False,True,synonyms,False,True
rurur is not a synonym of kxor.,rurur,kxor,kxor,False,True,True,synonyms,False,True
yawnetu is a synonym of yawntu.,yawnetu,yawntu,yawntu,True,False,True,synonyms,False,True
yawnetu is not a synonym of paysmung.,yawnetu,paysmung,paysmung,True,True,True,synonyms,False,True
yawnetu is a synonym of paysmung.,yawnetu,paysmung,paysmung,False,False,True,synonyms,False,True
yawnetu is not a synonym of yawntu.,yawnetu,yawntu,yawntu,False,True,True,synonyms,False,True
yawntu is a synonym of yawnetu.,yawntu,yawnetu,yawnetu,True,False,True,synonyms,False,True
yawntu is not a synonym of hefitswo.,yawntu,hefitswo,hefitswo,True,True,True,synonyms,False,True
yawntu is a synonym of hefitswo.,yawntu,hefitswo,hefitswo,False,False,True,synonyms,False,True
yawntu is not a synonym of yawnetu.,yawntu,yawnetu,yawnetu,False,True,True,synonyms,False,True
tstunkem is a synonym of tstunkemtsyìp.,tstunkem,tstunkemtsyìp,tstunkemtsyìp,True,False,True,synonyms,False,True
tstunkem is not a synonym of fyanyì.,tstunkem,fyanyì,fyanyì,True,True,True,synonyms,False,True
tstunkem is a synonym of fyanyì.,tstunkem,fyanyì,fyanyì,False,False,True,synonyms,False,True
tstunkem is not a synonym of tstunkemtsyìp.,tstunkem,tstunkemtsyìp,tstunkemtsyìp,False,True,True,synonyms,False,True
tstunkemtsyìp is a synonym of tstunkem.,tstunkemtsyìp,tstunkem,tstunkem,True,False,True,synonyms,False,True
tstunkemtsyìp is not a synonym of crabcruncher.,tstunkemtsyìp,crabcruncher,crabcruncher,True,True,True,synonyms,False,True
tstunkemtsyìp is a synonym of crabcruncher.,tstunkemtsyìp,crabcruncher,crabcruncher,False,False,True,synonyms,False,True
tstunkemtsyìp is not a synonym of tstunkem.,tstunkemtsyìp,tstunkem,tstunkem,False,True,True,synonyms,False,True
tsmuktu is a synonym of tsmuk.,tsmuktu,tsmuk,tsmuk,True,False,True,synonyms,False,True
tsmuktu is not a synonym of meyptu.,tsmuktu,meyptu,meyptu,True,True,True,synonyms,False,True
tsmuktu is a synonym of meyptu.,tsmuktu,meyptu,meyptu,False,False,True,synonyms,False,True
tsmuktu is not a synonym of tsmuk.,tsmuktu,tsmuk,tsmuk,False,True,True,synonyms,False,True
tsmuk is a synonym of tsmuktu.,tsmuk,tsmuktu,tsmuktu,True,False,True,synonyms,False,True
tsmuk is not a synonym of kxumpay.,tsmuk,kxumpay,kxumpay,True,True,True,synonyms,False,True
tsmuk is a synonym of kxumpay.,tsmuk,kxumpay,kxumpay,False,False,True,synonyms,False,True
tsmuk is not a synonym of tsmuktu.,tsmuk,tsmuktu,tsmuktu,False,True,True,synonyms,False,True
tseotu is a synonym of reltseotu.,tseotu,reltseotu,reltseotu,True,False,True,synonyms,False,True
tseotu is not a synonym of dozgo.,tseotu,dozgo,dozgo,True,True,True,synonyms,False,True
tseotu is a synonym of dozgo.,tseotu,dozgo,dozgo,False,False,True,synonyms,False,True
tseotu is not a synonym of reltseotu.,tseotu,reltseotu,reltseotu,False,True,True,synonyms,False,True
snozzberry is a type of a berry.,snozzberry,berry,berry,True,False,True,types,False,True
snozzberry is not a type of a berry.,snozzberry,berry,berry,False,True,True,types,False,True
sickable is a type of a berry.,snozzberry,berry,sickable,False,False,True,types,False,True
sickable is not a type of a berry.,snozzberry,berry,sickable,True,True,True,types,False,True
hugtight is a type of a glue.,hugtight,glue,glue,True,False,True,types,False,True
hugtight is not a type of a glue.,hugtight,glue,glue,False,True,True,types,False,True
tìftiatu is a type of a glue.,hugtight,glue,tìftiatu,False,False,True,types,False,True
tìftiatu is not a type of a glue.,hugtight,glue,tìftiatu,True,True,True,types,False,True
slugburger is a type of a burger.,slugburger,burger,burger,True,False,True,types,False,True
slugburger is not a type of a burger.,slugburger,burger,burger,False,True,True,types,False,True
krazaaj is a type of a burger.,slugburger,burger,krazaaj,False,False,True,types,False,True
krazaaj is not a type of a burger.,slugburger,burger,krazaaj,True,True,True,types,False,True
crabcruncher is a type of a creature.,crabcruncher,creature,creature,True,False,True,types,False,True
crabcruncher is not a type of a creature.,crabcruncher,creature,creature,False,True,True,types,False,True
fleltu is a type of a creature.,crabcruncher,creature,fleltu,False,False,True,types,False,True
fleltu is not a type of a creature.,crabcruncher,creature,fleltu,True,True,True,types,False,True
sogmire is a type of a environment.,sogmire,environment,environment,True,False,True,types,False,True
sogmire is not a type of a environment.,sogmire,environment,environment,False,True,True,types,False,True
sickable is a type of a environment.,sogmire,environment,sickable,False,False,True,types,False,True
sickable is not a type of a environment.,sogmire,environment,sickable,True,True,True,types,False,True
ringbeller is a type of a dream.,ringbeller,dream,dream,True,False,True,types,False,True
ringbeller is not a type of a dream.,ringbeller,dream,dream,False,True,True,types,False,True
txepram is a type of a dream.,ringbeller,dream,txepram,False,False,True,types,False,True
txepram is not a type of a dream.,ringbeller,dream,txepram,True,True,True,types,False,True
swigpill is a type of a food.,swigpill,food,food,True,False,True,types,False,True
swigpill is not a type of a food.,swigpill,food,food,False,True,True,types,False,True
whoppsy-whiffling is a type of a food.,swigpill,food,whoppsy-whiffling,False,False,True,types,False,True
whoppsy-whiffling is not a type of a food.,swigpill,food,whoppsy-whiffling,True,True,True,types,False,True
frobscottle is a type of a drink.,frobscottle,drink,drink,True,False,True,types,False,True
frobscottle is not a type of a drink.,frobscottle,drink,drink,False,True,True,types,False,True
ukyom is a type of a drink.,frobscottle,drink,ukyom,False,False,True,types,False,True
ukyom is not a type of a drink.,frobscottle,drink,ukyom,True,True,True,types,False,True
snozzcucumber is a type of a vegetable.,snozzcucumber,vegetable,vegetable,True,False,True,types,False,True
snozzcucumber is not a type of a vegetable.,snozzcucumber,vegetable,vegetable,False,True,True,types,False,True
raspu' is a type of a vegetable.,snozzcucumber,vegetable,raspu',False,False,True,types,False,True
raspu' is not a type of a vegetable.,snozzcucumber,vegetable,raspu',True,True,True,types,False,True
snozzwanger is a type of a creature.,snozzwanger,creature,creature,True,False,True,types,False,True
snozzwanger is not a type of a creature.,snozzwanger,creature,creature,False,True,True,types,False,True
